writer_id,genuine_count,forged_count,total
3214,12,16,28
3215,12,16,28
3216,12,16,28
3217,12,16,28
3218,12,16,28
3219,12,16,28
3220,12,16,28
3221,12,16,28
3222,12,16,28
3223,12,16,28
3224,12,16,28
3225,12,16,28
3226,12,16,28
3227,12,16,28
3228,12,16,28
3229,12,16,28
3230,12,16,28
3231,12,16,28
3232,12,16,28
3233,12,16,28
3234,12,16,28
3235,12,16,28
3236,12,16,28
3237,12,16,28
3238,12,16,28
3239,12,16,28
3240,12,16,28
3241,12,16,28
3242,12,16,28
3243,12,16,28
3244,12,16,28
3245,12,16,28
3246,12,16,28
3247,12,16,28
3248,12,16,28
3249,12,16,28
3250,12,16,28
3251,12,16,28
3252,12,16,28
3253,12,16,28
3254,12,16,28
3255,12,16,28
3256,12,16,28
3257,12,16,28
3258,12,16,28
3259,12,16,28
3260,12,16,28
3261,12,16,28
3262,12,16,28
3263,12,16,28
3264,12,16,28
3265,12,16,28
3266,12,16,28
3267,12,16,28
3268,12,16,28
3269,12,16,28
3270,12,16,28
3271,12,16,28
3272,12,16,28
3273,12,16,28
3274,12,16,28
3275,12,16,28
3276,12,16,28
3277,12,16,28
3278,12,16,28
3279,12,16,28
3280,12,16,28
3281,12,16,28
3282,12,16,28
3283,12,16,28
3284,12,16,28
3285,12,16,28
3286,12,16,28
3287,12,16,28
3288,12,16,28
3289,12,16,28
3290,12,16,28
3291,12,16,28
3292,12,16,28
3293,12,16,28
3294,12,16,28
3295,12,16,28
3296,12,16,28
3297,12,16,28
3298,12,16,28
3299,12,16,28
3300,12,16,28
3301,12,16,28
3302,12,16,28
3303,12,16,28
3304,12,16,28
3305,12,16,28
3306,12,16,28
3307,12,16,28
3308,12,16,28
3309,12,16,28
3310,12,16,28
3311,12,16,28
3312,12,16,28
3313,12,16,28
3314,12,16,28
3315,12,16,28
3316,12,16,28
3317,12,16,28
3318,12,16,28
3319,12,16,28
3320,12,16,28
3321,12,16,28
3322,12,16,28
3323,12,16,28
3324,12,16,28
3325,12,16,28
3326,12,16,28
3327,12,16,28
3328,12,16,28
3329,12,16,28
3330,12,16,28
3331,12,16,28
3332,12,16,28
3333,12,16,28
3334,12,16,28
3335,12,16,28
3336,12,16,28
3337,12,16,28
3338,12,16,28
3339,12,16,28
3340,12,16,28
3341,12,16,28
3342,12,16,28
3343,12,16,28
3344,12,16,28
3345,12,16,28
3346,12,16,28
3347,12,16,28
3348,12,16,28
3349,12,16,28
3350,12,16,28
3351,12,16,28
3352,12,16,28
3353,12,16,28
3354,12,16,28
3355,12,16,28
3356,12,16,28
3357,12,16,28
3358,12,16,28
3359,12,16,28
3360,12,16,28
3361,12,16,28
3362,12,16,28
3363,12,16,28
3364,12,16,28
3365,12,16,28
3366,12,16,28
3367,12,16,28
3368,12,16,28
3369,12,16,28
3370,12,16,28
3371,12,16,28
3372,12,16,28
3373,12,16,28
3374,12,16,28
3375,12,16,28
3376,12,16,28
3377,12,16,28
3378,12,16,28
3379,12,16,28
3380,12,16,28
3381,12,16,28
3382,12,16,28
3383,12,16,28
3384,12,16,28
3385,12,16,28
3386,12,16,28
3387,12,16,28
3388,12,16,28
3389,12,16,28
3390,12,16,28
3391,12,16,28
3392,12,16,28
3393,12,16,28
3394,12,16,28
3395,12,16,28
3396,12,16,28
3397,12,16,28
3398,12,16,28
3399,12,16,28
3400,12,16,28
3401,12,16,28
3402,12,16,28
3403,12,16,28
3404,12,16,28
3405,12,16,28
3406,12,16,28
3407,12,16,28
3408,12,16,28
3409,12,16,28
3410,12,16,28
3411,12,16,28
3412,12,16,28
3413,12,16,28
3414,12,16,28
3415,12,16,28
3416,12,16,28
3417,12,16,28
3418,12,16,28
3419,12,16,28
3420,12,16,28
3421,12,16,28
3422,12,16,28
3423,12,16,28
3424,12,16,28
3425,12,16,28
3426,12,16,28
3427,12,16,28
3428,12,16,28
3429,12,16,28
3430,12,16,28
3431,12,16,28
3432,12,16,28
3433,12,16,28
3434,12,16,28
3435,12,16,28
3436,12,16,28
3437,12,16,28
3438,12,16,28
3439,12,16,28
3440,12,16,28
3441,12,16,28
3442,12,16,28
3443,12,16,28
3444,12,16,28
3445,12,16,28
3446,12,16,28
3447,12,16,28
3448,12,16,28
3449,12,16,28
3450,12,16,28
3451,12,16,28
3452,12,16,28
3453,12,16,28
3454,12,16,28
3455,12,16,28
3456,12,16,28
3457,12,16,28
3458,12,16,28
3459,12,16,28
3460,12,16,28
3461,12,16,28
3462,12,16,28
3463,12,16,28
3464,12,16,28
3465,12,16,28
3466,12,16,28
3467,12,16,28
3468,12,16,28
3469,12,16,28
3470,12,16,28
3471,12,16,28
3472,12,16,28
3473,12,16,28
3474,12,16,28
3475,12,16,28
3476,12,16,28
3477,12,16,28
3478,12,16,28
3479,12,16,28
3480,12,16,28
3481,12,16,28
3482,12,16,28
3483,12,16,28
3484,12,16,28
3485,12,16,28
3486,12,16,28
3487,12,16,28
3488,12,16,28
3489,12,16,28
3490,12,16,28
3491,12,16,28
3492,12,16,28
3493,12,16,28
3494,12,16,28
3495,12,16,28
3496,12,16,28
3497,12,16,28
3498,12,16,28
3499,12,16,28
3500,12,16,28
3501,12,16,28
3502,12,16,28
3503,12,16,28
3504,12,16,28
3505,12,16,28
3506,12,16,28
3507,12,16,28
3508,12,16,28
3509,12,16,28
3510,12,16,28
3511,12,16,28
3512,12,16,28
3513,12,16,28
3514,12,16,28
3515,12,16,28
3516,12,16,28
3517,12,16,28
3518,12,16,28
3519,12,16,28
3520,12,16,28
3521,12,16,28
3522,12,16,28
3523,12,16,28
3524,12,16,28
3525,12,16,28
3526,12,16,28
3527,12,16,28
3528,12,16,28
3529,12,16,28
3530,12,16,28
3531,12,16,28
3532,12,16,28
3533,12,16,28
3534,12,16,28
3535,12,16,28
3536,12,16,28
3537,12,16,28
3538,12,16,28
3539,12,16,28
3540,12,16,28
3541,12,16,28
3542,12,16,28
3543,12,16,28
3544,12,16,28
3545,12,16,28
3546,12,16,28
3547,12,16,28
3548,12,16,28
3549,12,16,28
3550,12,16,28
3551,12,16,28
3552,12,16,28
3553,12,16,28
3554,12,16,28
3555,12,16,28
3556,12,16,28
3557,12,16,28
3558,12,16,28
3559,12,16,28
3560,12,16,28
3561,12,16,28
3562,12,16,28
3563,12,16,28
3564,12,16,28
3565,12,16,28
3566,12,16,28
3567,12,16,28
3568,12,16,28
3569,12,16,28
3570,12,16,28
3571,12,16,28
3572,12,16,28
3573,12,16,28
3574,12,16,28
3575,12,16,28
3576,12,16,28
3577,12,16,28
3578,12,16,28
3579,12,16,28
3580,12,16,28
3581,12,16,28
3582,12,16,28
3583,12,16,28
3584,12,16,28
3585,12,16,28
3586,12,16,28
3587,12,16,28
3588,12,16,28
3589,12,16,28
3590,12,16,28
3591,12,16,28
3592,12,16,28
3593,12,16,28
3594,12,16,28
3595,12,16,28
3596,12,16,28
3597,12,16,28
3598,12,16,28
3599,12,16,28
3600,12,16,28
3601,12,16,28
3602,12,16,28
3603,12,16,28
3604,12,16,28
3605,12,16,28
3606,12,16,28
3607,12,16,28
3608,12,16,28
3609,12,16,28
3610,12,16,28
3611,12,16,28
3612,12,16,28
3613,12,16,28
3614,12,16,28
3615,12,16,28
3616,12,16,28
3617,12,16,28
3618,12,16,28
3619,12,16,28
3620,12,16,28
3621,12,16,28
3622,12,16,28
3623,12,16,28
3624,12,16,28
3625,12,16,28
3626,12,16,28
3627,12,16,28
3628,12,16,28
3629,12,16,28
3630,12,16,28
3631,12,16,28
3632,12,16,28
3633,12,16,28
3634,12,16,28
3635,12,16,28
3636,12,16,28
3637,12,16,28
3638,12,16,28
3639,12,16,28
3640,12,16,28
3641,12,16,28
3642,12,16,28
3643,12,16,28
3644,12,16,28
3645,12,16,28
3646,12,16,28
3647,12,16,28
3648,12,16,28
3649,12,16,28
3650,12,16,28
3651,12,16,28
3652,12,16,28
3653,12,16,28
3654,12,16,28
3655,12,16,28
3656,12,16,28
3657,12,16,28
3658,12,16,28
3659,12,16,28
3660,12,16,28
3661,12,16,28
3662,12,16,28
3663,12,16,28
3664,12,16,28
3665,12,16,28
3666,12,16,28
3667,12,16,28
3668,12,16,28
3669,12,16,28
3670,12,16,28
3671,12,16,28
3672,12,16,28
3673,12,16,28
3674,12,16,28
3675,12,16,28
3676,12,16,28
3677,12,16,28
3678,12,16,28
3679,12,16,28
3680,12,16,28
3681,12,16,28
3682,12,16,28
3683,12,16,28
3684,12,16,28
3685,12,16,28
3686,12,16,28
3687,12,16,28
3688,12,16,28
3689,12,16,28
3690,12,16,28
3691,12,16,28
3692,12,16,28
3693,12,16,28
3694,12,16,28
3695,12,16,28
3696,12,16,28
3697,12,16,28
3698,12,16,28
3699,12,16,28
3700,12,16,28
3701,12,16,28
3702,12,16,28
3703,12,16,28
3704,12,16,28
3705,12,16,28
3706,12,16,28
3707,12,16,28
3708,12,16,28
3709,12,16,28
3710,12,16,28
3711,12,16,28
3712,12,16,28
3713,12,16,28
3714,12,16,28
3715,12,16,28
3716,12,16,28
3717,12,16,28
3718,12,16,28
3719,12,16,28
3720,12,16,28
3721,12,16,28
3722,12,16,28
3723,12,16,28
3724,12,16,28
3725,12,16,28
3726,12,16,28
3727,12,16,28
3728,12,16,28
3729,12,16,28
3730,12,16,28
3731,12,16,28
3732,12,16,28
3733,12,16,28
3734,12,16,28
3735,12,16,28
3736,12,16,28
3737,12,16,28
3738,12,16,28
3739,12,16,28
3740,12,16,28
3741,12,16,28
3742,12,16,28
3743,12,16,28
3744,12,16,28
3745,12,16,28
3746,12,16,28
3747,12,16,28
3748,12,16,28
3749,12,16,28
3750,12,16,28
3751,12,16,28
3752,12,16,28
3753,12,16,28
3754,12,16,28
3755,12,16,28
3756,12,16,28
3757,12,16,28
3758,12,16,28
3759,12,16,28
3760,12,16,28
3761,12,16,28
3762,12,16,28
3763,12,16,28
3764,12,16,28
3765,12,16,28
3766,12,16,28
3767,12,16,28
3768,12,16,28
3769,12,16,28
3770,12,16,28
3771,12,16,28
3772,12,16,28
3773,12,16,28
3774,12,16,28
3775,12,16,28
3776,12,16,28
3777,12,16,28
3778,12,16,28
3779,12,16,28
3780,12,16,28
3781,12,16,28
3782,12,16,28
3783,12,16,28
3784,12,16,28
3785,12,16,28
3786,12,16,28
3787,12,16,28
3788,12,16,28
3789,12,16,28
3790,12,16,28
3791,12,16,28
3792,12,16,28
3793,12,16,28
3794,12,16,28
3795,12,16,28
3796,12,16,28
3797,12,16,28
3798,12,16,28
3799,12,16,28
3800,12,16,28
3801,12,16,28
3802,12,16,28
3803,12,16,28
3804,12,16,28
3805,12,16,28
3806,12,16,28
3807,12,16,28
3808,12,16,28
3809,12,16,28
3810,12,16,28
3811,12,16,28
3812,12,16,28
3813,12,16,28
3814,12,16,28
3815,12,16,28
3816,12,16,28
3817,12,16,28
3818,12,16,28
3819,12,16,28
3820,12,16,28
3821,12,16,28
3822,12,16,28
3823,12,16,28
3824,12,16,28
3825,12,16,28
3826,12,16,28
3827,12,16,28
3828,12,16,28
3829,12,16,28
3830,12,16,28
3831,12,16,28
3832,12,16,28
3833,12,16,28
3834,12,16,28
3835,12,16,28
3836,12,16,28
3837,12,16,28
3838,12,16,28
3839,12,16,28
3840,12,16,28
3841,12,16,28
3842,12,16,28
3843,12,16,28
3844,12,16,28
3845,12,16,28
3846,12,16,28
3847,12,16,28
3848,12,16,28
3849,12,16,28
3850,12,16,28
3851,12,16,28
3852,12,16,28
3853,12,16,28
3854,12,16,28
3855,12,16,28
3856,12,16,28
3857,12,16,28
3858,12,16,28
3859,12,16,28
3860,12,16,28
3861,12,16,28
3862,12,16,28
3863,12,16,28
3864,12,16,28
3865,12,16,28
3866,12,16,28
3867,12,16,28
3868,12,16,28
3869,12,16,28
3870,12,16,28
3871,12,16,28
3872,12,16,28
3873,12,16,28
3874,12,16,28
3875,12,16,28
3876,12,16,28
3877,12,16,28
3878,12,16,28
3879,12,16,28
3880,12,16,28
3881,12,16,28
3882,12,16,28
3883,12,16,28
3884,12,16,28
3885,12,16,28
3886,12,16,28
3887,12,16,28
3888,12,16,28
3889,12,16,28
3890,12,16,28
3891,12,16,28
3892,12,16,28
3893,12,16,28
3894,12,16,28
3895,12,16,28
3896,12,16,28
3897,12,16,28
3898,12,16,28
3899,12,16,28
3900,12,16,28
3901,12,16,28
3902,12,16,28
3903,12,16,28
3904,12,16,28
3905,12,16,28
3906,12,16,28
3907,12,16,28
3908,12,16,28
3909,12,16,28
3910,12,16,28
3911,12,16,28
3912,12,16,28
3913,12,16,28
3914,12,16,28
3915,12,16,28
3916,12,16,28
3917,12,16,28
3918,12,16,28
3919,12,16,28
3920,12,16,28
3921,12,16,28
3922,12,16,28
3923,12,16,28
3924,12,16,28
3925,12,16,28
3926,12,16,28
3927,12,16,28
3928,12,16,28
3929,12,16,28
3930,12,16,28
3931,12,16,28
3932,12,16,28
3933,12,16,28
3934,12,16,28
3935,12,16,28
3936,12,16,28
3937,12,16,28
3938,12,16,28
3939,12,16,28
3940,12,16,28
3941,12,16,28
3942,12,16,28
3943,12,16,28
3944,12,16,28
3945,12,16,28
3946,12,16,28
3947,12,16,28
3948,12,16,28
3949,12,16,28
3950,12,16,28
3951,12,16,28
3952,12,16,28
3953,12,16,28
3954,12,16,28
3955,12,16,28
3956,12,16,28
3957,12,16,28
3958,12,16,28
3959,12,16,28
3960,12,16,28
3961,12,16,28
3962,12,16,28
3963,12,16,28
3964,12,16,28
3965,12,16,28
3966,12,16,28
3967,12,16,28
3968,12,16,28
3969,12,16,28
3970,12,16,28
3971,12,16,28
3972,12,16,28
3973,12,16,28
3974,12,16,28
3975,12,16,28
3976,12,16,28
3977,12,16,28
3978,12,16,28
3979,12,16,28
3980,12,16,28
3981,12,16,28
3982,12,16,28
3983,12,16,28
3984,12,16,28
3985,12,16,28
3986,12,16,28
3987,12,16,28
3988,12,16,28
3989,12,16,28
3990,12,16,28
3991,12,16,28
3992,12,16,28
3993,12,16,28
3994,12,16,28
3995,12,16,28
3996,12,16,28
3997,12,16,28
3998,12,16,28
3999,12,16,28
4000,12,16,28
